bill_id,session_id,bill_number,status,status_desc,status_date,title,description,committee_id,committee,last_action_date,last_action,url,state_link
670733,1152,HB1083,1,Introduced,2015-01-12,"Concerning the acceptance of gifts by state officers and employees.","Concerning the acceptance of gifts by state officers and employees.",3147,"House State Government",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1083/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1083&year=2015
670305,1152,HB1084,1,Introduced,2015-01-12,"Addressing notice requirements for land use applications, approvals, and decisions.","Addressing notice requirements for land use applications, approvals, and decisions.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1084/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1084&year=2015
670429,1152,HB1085,2,Engrossed,2015-03-05,"Requiring lobbying reports to be filed electronically.","Requiring lobbying reports to be filed electronically.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1085/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1085&year=2015
670776,1152,HB1086,1,Introduced,2015-01-12,"Establishing a cost recovery mechanism for public records sought for commercial purposes.","Establishing a cost recovery mechanism for public records sought for commercial purposes.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1086/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1086&year=2015
670472,1152,HB1087,2,Engrossed,2015-03-02,"Concerning automated traffic safety cameras in school speed zones.","Concerning automated traffic safety cameras in school speed zones.",946,"House Transportation",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1087/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1087&year=2015
670344,1152,HB1088,4,Passed,2015-05-06,"Modifying per diem compensation for flood control zone district supervisors.","Modifying per diem compensation for flood control zone district supervisors.",0,,2015-05-06,"Effective date 7/24/2015.",https://legiscan.com/WA/bill/HB1088/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1088&year=2015
670603,1152,HB1089,2,Engrossed,2015-02-16,"Adding adherence to state wage payment laws to the state's responsible bidder criteria.","Adding adherence to state wage payment laws to the state's responsible bidder criteria.",3147,"House State Government",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1089/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1089&year=2015
670558,1152,HB1090,4,Passed,2015-04-23,"Concerning the financial fraud and identity theft crimes investigation and prosecution program.","Concerning the financial fraud and identity theft crimes investigation and prosecution program.",0,,2015-04-23,"Effective date 7/1/2015.",https://legiscan.com/WA/bill/HB1090/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1090&year=2015
670386,1152,HB1091,4,Passed,2015-04-28,"Concerning the unauthorized interference of ticket sales over the internet.","Concerning the unauthorized interference of ticket sales over the internet.",0,,2015-04-28,"Effective date 7/24/2015.",https://legiscan.com/WA/bill/HB1091/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1091&year=2015
670516,1152,HB1092,1,Introduced,2015-01-12,"Creating the patent troll prevention act.","Creating the patent troll prevention act.",940,"House Judiciary",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1092/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1092&year=2015
671751,1152,HB1093,2,Engrossed,2015-03-04,"Concerning unmanned aircraft.","Concerning unmanned aircraft.",943,"House Rules",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1093/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1093&year=2015
671778,1152,HB1094,2,Engrossed,2015-03-04,"Concerning biometric identifiers.","Concerning biometric identifiers.",943,"House Rules",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1094/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1094&year=2015
671800,1152,HB1095,4,Passed,2015-07-06,"Promoting thermal energy efficiency.","Promoting thermal energy efficiency.",0,,2015-07-06,"Effective date 10/9/2015.",https://legiscan.com/WA/bill/HB1095/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1095&year=2015
671853,1152,HB1096,1,Introduced,2015-01-12,"Promoting a more efficient and reliable electric distribution system.","Promoting a more efficient and reliable electric distribution system.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1096/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1096&year=2015
671877,1152,HB1097,1,Introduced,2015-01-12,"Concerning policies to promote clean energy job growth by encouraging installation of renewable energy systems.","Concerning policies to promote clean energy job growth by encouraging installation of renewable energy systems.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1097/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1097&year=2015
671825,1152,HB1098,1,Introduced,2015-01-12,"Aligning electric utility regulation and business models with emerging customer values not realized in volumetric monetization.","Aligning electric utility regulation and business models with emerging customer values not realized in volumetric monetization.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1098/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1098&year=2015
671922,1152,HB1099,1,Introduced,2015-01-12,"Providing consumers the option to cancel contracts over the internet when entered into by the same means.","Providing consumers the option to cancel contracts over the internet when entered into by the same means.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1099/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1099&year=2015
671650,1152,HB1100,2,Engrossed,2015-02-12,"Creating new appliance efficiency standards.","Creating new appliance efficiency standards.",943,"House Rules",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1100/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1100&year=2015
671726,1152,HB1101,1,Introduced,2015-01-12,"Concerning conservation districts.","Concerning conservation districts.",1714,"House Local Government",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1101/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1101&year=2015
671673,1152,HB1102,1,Introduced,2015-01-12,"Concerning a local government installing a public sewage system within the public right-of-way under certain circumstances.","Concerning a local government installing a public sewage system within the public right-of-way under certain circumstances.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1102/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1102&year=2015
672105,1152,HB1103,2,Engrossed,2015-02-09,"Providing access to the prescription drug monitoring database for clinical laboratories.","Providing access to the prescription drug monitoring database for clinical laboratories.",937,"House Health Care and Wellness",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1103/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1103&year=2015
671701,1152,HB1104,1,Introduced,2015-01-12,"Creating the crime of interference with agricultural production.","Creating the crime of interference with agricultural production.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1104/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1104&year=2015
671624,1152,HB1105,4,Passed,2015-02-19,"Making 2015 supplemental operating appropriations.","Making 2015 supplemental operating appropriations.",0,,2015-04-27,"Effective date 2/19/2015.",https://legiscan.com/WA/bill/HB1105/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1105&year=2015
671902,1152,HB1106,2,Engrossed,2015-04-02,"Making 2015-2017 operating appropriations.","Making 2015-2017 operating appropriations.",2759,"House Appropriations",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1106/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1106&year=2015
672258,1152,HB1107,1,Introduced,2015-01-12,"Concerning access to and creation of cultural and heritage programs and facilities.","Concerning access to and creation of cultural and heritage programs and facilities.",933,"House Finance",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1107/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1107&year=2015
672304,1152,HB1108,1,Introduced,2015-01-12,"Creating a food truck beer and/or wine license.","Creating a food truck beer and/or wine license.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1108/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1108&year=2015
672151,1152,HB1109,2,Engrossed,2015-03-02,"Authorizing membership in the teachers' retirement system for certificated employees of the superintendent of public instruction.","Authorizing membership in the teachers' retirement system for certificated employees of the superintendent of public instruction.",2759,"House Appropriations",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1109/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1109&year=2015
672017,1152,HB1110,1,Introduced,2015-01-12,"Concerning shared parental responsibility.","Concerning shared parental responsibility.",940,"House Judiciary",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1110/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1110&year=2015
672126,1152,HB1111,4,Passed,2016-03-31,"Concerning court transcripts.","Concerning court transcripts.",0,,2016-03-31,"Effective date 6/9/2016.",https://legiscan.com/WA/bill/HB1111/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1111&year=2015
672061,1152,HB1112,1,Introduced,2015-01-12,"Authorizing siblings of United States armed forces members who died while in service or as a result of service to apply for gold star license plates.","Authorizing siblings of United States armed forces members who died while in service or as a result of service to apply for gold star license plates.",946,"House Transportation",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1112/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1112&year=2015
672083,1152,HB1113,2,Engrossed,2015-03-02,"Authorizing tribal court judges to solemnize marriages.","Authorizing tribal court judges to solemnize marriages.",943,"House Rules",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1113/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1113&year=2015
672214,1152,HB1114,1,Introduced,2015-01-12,"Authorizing and regulating internet poker.","Authorizing and regulating internet poker.",3145,"House Commerce & Gaming",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1114/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1114&year=2015
676090,1152,HB1115,4,Passed,2015-06-30,"Concerning the capital budget.","Concerning the capital budget.",0,,2015-06-30,"Effective date 6/30/2015.",https://legiscan.com/WA/bill/HB1115/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1115&year=2015
